"gender","age","state","left_right_position","most_important_issues_2022","vote_2022"
"Female",59,"Victoria",6,"National security","Liberal"
"Female",65,"New South Wales",5,"The cost of living","Liberal"
"Male",59,"South Australia",6,"Management of the economy","Liberal"
"Female",47,"New South Wales",6,"Management of the economy","Labor"
"Female",76,"South Australia",4,"Global warming","Labor"
"Female",75,"Victoria",7,"The cost of living","Liberal"
"Male",77,"Queensland",5,"The cost of living","Liberal"
"Female",62,"New South Wales",0,"The cost of living","Liberal"
"Female",36,"New South Wales",0,"The cost of living","Labor"
"Male",77,"Victoria",3,"Health and Medicare","Labor"
"Male",60,"Australian Capital Territory",4,"The cost of living","Labor"
"Male",38,"New South Wales",5,"Global warming","Labor"
"Female",46,"Western Australia",7,"National security","Liberal"
"Female",71,"New South Wales",7,"Management of the economy","Liberal"
"Female",66,"Victoria",0,"Global warming","Labor"
"Female",49,"Victoria",2,"Global warming","Labor"
"Female",61,"Queensland",3,"Global warming","Labor"
"Female",62,"Victoria",5,"Health and Medicare","Liberal"
"Male",70,"Australian Capital Territory",3,"Education","Labor"
"Female",80,"New South Wales",8,"National security","Liberal"
"Female",73,"Queensland",6,"Management of the economy","Liberal"
"Female",73,"Tasmania",10,"The COVID-19 pandemic","Liberal"
"Male",49,"New South Wales",5,"Management of the economy","Liberal"
"Male",68,"Western Australia",6,"The COVID-19 pandemic","Liberal"
"Male",68,"Victoria",7,"Management of the economy","Liberal"
"Male",78,"Queensland",4,"The cost of living","Liberal"
"Male",80,"Victoria",6,"The cost of living","Labor"
"Male",73,"Queensland",1,"Global warming","Labor"
"Male",56,"New South Wales",3,"The environment","Labor"
"Male",23,"Victoria",5,"Management of the economy","Liberal"
"Female",51,"Victoria",5,"Health and Medicare","Labor"
"Female",66,"South Australia",5,"Health and Medicare","Labor"
"Male",64,"Victoria",4,"Taxation","Labor"
"Female",81,"New South Wales",5,"Health and Medicare","Liberal"
"Male",55,"Queensland",4,"The cost of living","Liberal"
"Male",35,"Queensland",2,"Education","Labor"
"Male",41,"New South Wales",5,"Education","Labor"
"Female",62,"Victoria",3,"Global warming","Labor"
"Female",68,"South Australia",5,"The cost of living","Labor"
"Female",56,"Queensland",2,"Global warming","Labor"
"Male",69,"Western Australia",6,"Management of the economy","Liberal"
"Female",56,"Victoria",6,"National security","Liberal"
"Female",41,"Queensland",5,"The cost of living","Liberal"
"Female",22,"Victoria",0,"The environment","Labor"
"Male",21,"South Australia",8,"Immigration","Liberal"
"Female",18,"New South Wales",5,"The cost of living","Liberal"
"Male",18,"New South Wales",5,"Taxation","Labor"
"Female",22,"Western Australia",5,"The cost of living","Liberal"
"Male",18,"Victoria",4,"The COVID-19 pandemic","Labor"
"Female",22,"New South Wales",3,"National security","Labor"
"Male",22,"Victoria",4,"The cost of living","Labor"
"Female",21,"New South Wales",3,"The cost of living","Labor"
"Female",21,"Victoria",5,"The cost of living","Labor"
"Female",21,"Victoria",3,"Health and Medicare","Labor"
"Male",24,"New South Wales",5,"Management of the economy","Labor"
"Male",22,"New South Wales",3,"Global warming","Labor"
"Female",18,"Western Australia",5,"The cost of living","Liberal"
"Male",20,"Victoria",3,"The COVID-19 pandemic","Liberal"
"Female",21,"Victoria",0,"Health and Medicare","Labor"
"Male",18,"Victoria",2,"The cost of living","Labor"
"Male",21,"Australian Capital Territory",5,"Management of the economy","Liberal"
"Male",22,"New South Wales",7,"The cost of living","Liberal"
"Female",21,"New South Wales",5,"The cost of living","Labor"
"Male",22,"Victoria",3,"Taxation","Labor"
"Female",20,"New South Wales",3,"The cost of living","Labor"
"Male",22,"New South Wales",7,"Taxation","Labor"
"Female",21,"New South Wales",7,"Taxation","Labor"
"Female",20,"Victoria",5,"The cost of living","Liberal"
"Male",20,"South Australia",6,"Taxation","Liberal"
"Female",20,"New South Wales",0,"Global warming","Labor"
"Male",21,"Victoria",8,"The cost of living","Liberal"
"Female",21,"Queensland",5,"The cost of living","Labor"
"Male",20,"Victoria",5,"The cost of living","Labor"
"Female",22,"Queensland",5,"The cost of living","Labor"
"Female",18,"New South Wales",3,"Health and Medicare","Liberal"
"Female",20,"New South Wales",3,"Global warming","Labor"
"Female",18,"New South Wales",7,"Health and Medicare","Labor"
"Male",21,"New South Wales",7,"The cost of living","Liberal"
"Female",19,"Victoria",5,"The cost of living","Liberal"
