"B_COUNTRY_ALPHA","Q121","country"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",-2,"SRB"
"SRB",2,"SRB"
"SRB",-2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",-1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",-2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",-2,"SRB"
"SRB",-2,"SRB"
"SRB",-2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",-2,"SRB"
"SRB",2,"SRB"
"SRB",-2,"SRB"
"SRB",-2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",5,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",4,"SRB"
"SRB",1,"SRB"
"SRB",4,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",4,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",4,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",-1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",-1,"SRB"
"SRB",-1,"SRB"
"SRB",4,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",-1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",4,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",4,"SRB"
"SRB",4,"SRB"
"SRB",4,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",5,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",-1,"SRB"
"SRB",-1,"SRB"
"SRB",3,"SRB"
"SRB",-1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",-1,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",-1,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",-1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",-1,"SRB"
"SRB",4,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",5,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",4,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",4,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",-2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",1,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",2,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",4,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SRB",3,"SRB"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",4,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",-2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",-1,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",4,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",4,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",4,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",-1,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",4,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",-1,"SVK"
"SVK",3,"SVK"
"SVK",5,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",4,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",5,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",1,"SVK"
"SVK",2,"SVK"
"SVK",2,"SVK"
"SVK",4,"SVK"
"SVK",1,"SVK"
"SVK",3,"SVK"
"SVK",4,"SVK"
"SVK",2,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
"SVK",3,"SVK"
